Country,Lat,Long,Date,Confirmed,Deaths,Recovered,Active,Region
Israel,31.046051,34.851612,14/05/2020,16579,265,12521,3793,Europe
Italy,41.87194,12.56738,14/05/2020,223096,31368,115288,76440,Europe
Kazakhstan,48.0196,66.9237,14/05/2020,5571,32,2531,3008,Europe
Kyrgyzstan,41.20438,74.766098,14/05/2020,1082,12,735,335,Europe
Latvia,56.8796,24.6032,14/05/2020,962,19,627,316,Europe
Liechtenstein,47.14,9.55,14/05/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,14/05/2020,1511,54,934,523,Europe
Luxembourg,49.8153,6.1296,14/05/2020,3915,103,3665,147,Europe
Malta,35.9375,14.3754,14/05/2020,522,6,443,73,Europe
Moldova,47.4116,28.3699,14/05/2020,5553,194,2228,3131,Europe
Monaco,43.7333,7.4167,14/05/2020,96,4,87,5,Europe
Montenegro,42.708678,19.37439,14/05/2020,324,9,309,6,Europe
Netherlands,12.5211,-69.9683,14/05/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,14/05/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,14/05/2020,76,15,46,15,Europe
Netherlands,52.1326,5.2913,14/05/2020,43481,5590,0,37891,Europe
North Macedonia,41.6086,21.7453,14/05/2020,1723,95,1235,393,Europe
Norway,60.472,8.4689,14/05/2020,8196,232,32,7932,Europe
Poland,51.9194,19.1451,14/05/2020,17615,883,6696,10036,Europe
Portugal,39.3999,-8.2245,14/05/2020,28319,1184,3198,23937,Europe
Romania,45.9432,24.9668,14/05/2020,16247,1053,9053,6141,Europe
Russia,61.52401,105.318756,14/05/2020,252245,2305,53530,196410,Europe
San Marino,43.9424,12.4578,14/05/2020,648,41,172,435,Europe
Serbia,44.0165,21.0059,14/05/2020,10374,224,4084,6066,Europe
Slovakia,48.669,19.699,14/05/2020,1477,27,1112,338,Europe
Slovenia,46.1512,14.9955,14/05/2020,1464,103,267,1094,Europe
Spain,40.463667,-3.74922,14/05/2020,229540,27321,143374,58845,Europe
Sweden,60.128161,18.643501,14/05/2020,28582,3529,0,25053,Europe
Switzerland,46.8182,8.2275,14/05/2020,30463,1872,27100,1491,Europe
Turkey,38.9637,35.2433,14/05/2020,144749,4007,104030,36712,Europe
Ukraine,48.3794,31.1656,14/05/2020,16847,456,4143,12248,Europe
United Kingdom,32.3078,-64.7505,14/05/2020,122,9,66,47,Europe
United Kingdom,19.3133,-81.2546,14/05/2020,93,1,54,38,Europe
United Kingdom,49.3723,-2.3644,14/05/2020,549,43,456,50,Europe
United Kingdom,36.1408,-5.3536,14/05/2020,147,0,144,3,Europe
United Kingdom,54.2361,-4.5481,14/05/2020,332,23,285,24,Europe
United Kingdom,16.742498,-62.187366,14/05/2020,11,1,8,2,Europe
United Kingdom,55.3781,-3.436,14/05/2020,223524,33644,0,189880,Europe
Uzbekistan,41.377491,64.585262,14/05/2020,2645,11,2136,498,Europe
Kosovo,42.602636,20.902977,14/05/2020,944,29,690,225,Europe
United Kingdom,18.2206,-63.0686,14/05/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,14/05/2020,7,1,4,2,Europe
United Kingdom,21.694,-71.7979,14/05/2020,12,1,10,1,Europe
United Kingdom,-51.7963,-59.5236,14/05/2020,13,0,13,0,Europe
France,46.8852,-56.3159,14/05/2020,1,0,1,0,Europe
Tajikistan,38.861,71.2761,14/05/2020,907,29,0,878,Europe
Albania,41.1533,20.1683,15/05/2020,916,31,705,180,Europe
Andorra,42.5063,1.5218,15/05/2020,761,49,604,108,Europe
Armenia,40.0691,45.0382,15/05/2020,4044,52,1666,2326,Europe
Austria,47.5162,14.5501,15/05/2020,16109,628,14471,1010,Europe
Azerbaijan,40.1431,47.5769,15/05/2020,2980,36,1886,1058,Europe
Belarus,53.7098,27.9534,15/05/2020,27730,156,8807,18767,Europe
Belgium,50.8333,4.469936,15/05/2020,54644,8959,14301,31384,Europe
Bosnia and Herzegovina,43.9159,17.6791,15/05/2020,2236,128,1336,772,Europe
Bulgaria,42.7339,25.4858,15/05/2020,2138,102,545,1491,Europe
Croatia,45.1,15.2,15/05/2020,2222,95,1869,258,Europe
Cyprus,35.1264,33.4299,15/05/2020,910,17,481,412,Europe
Czechia,49.8175,15.473,15/05/2020,8406,295,5381,2730,Europe
Denmark,61.8926,-6.9118,15/05/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,15/05/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,15/05/2020,10791,537,8959,1295,Europe
Estonia,58.5953,25.0136,15/05/2020,1766,63,923,780,Europe
Finland,61.92411,25.748151,15/05/2020,6228,293,5000,935,Europe
France,3.9339,-53.1258,15/05/2020,189,1,124,64,Europe
France,-17.6797,149.4068,15/05/2020,60,0,59,1,Europe
France,16.265,-61.551,15/05/2020,155,13,109,33,Europe
France,-12.8275,45.166244,15/05/2020,1210,16,627,567,Europe
France,-20.904305,165.618042,15/05/2020,18,0,18,0,Europe
France,-21.1151,55.5364,15/05/2020,441,0,354,87,Europe
France,17.9,-62.8333,15/05/2020,6,0,6,0,Europe
France,18.0708,-63.0501,15/05/2020,39,3,30,6,Europe
France,14.6415,-61.0242,15/05/2020,192,14,91,87,Europe
France,46.2276,2.2137,15/05/2020,177319,27485,59143,90691,Europe
Georgia,42.3154,43.3569,15/05/2020,671,12,393,266,Europe
Germany,51.165691,10.451526,15/05/2020,175233,7897,151597,15739,Europe
Greece,39.0742,21.8243,15/05/2020,2810,160,1374,1276,Europe
Holy See,41.9029,12.4534,15/05/2020,12,0,2,10,Europe
Hungary,47.1625,19.5033,15/05/2020,3417,442,1287,1688,Europe
Iceland,64.9631,-19.0208,15/05/2020,1802,10,1782,10,Europe
Ireland,53.1424,-7.6921,15/05/2020,23956,1518,19470,2968,Europe
Israel,31.046051,34.851612,15/05/2020,16589,266,12587,3736,Europe
Italy,41.87194,12.56738,15/05/2020,223885,31610,120205,72070,Europe
Kazakhstan,48.0196,66.9237,15/05/2020,5689,34,2707,2948,Europe
Kyrgyzstan,41.20438,74.766098,15/05/2020,1111,14,745,352,Europe
Latvia,56.8796,24.6032,15/05/2020,970,19,662,289,Europe
Liechtenstein,47.14,9.55,15/05/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,15/05/2020,1523,54,965,504,Europe
Luxembourg,49.8153,6.1296,15/05/2020,3923,104,3682,137,Europe
Malta,35.9375,14.3754,15/05/2020,532,6,458,68,Europe
Moldova,47.4116,28.3699,15/05/2020,5745,202,2228,3315,Europe
Monaco,43.7333,7.4167,15/05/2020,96,4,87,5,Europe
Montenegro,42.708678,19.37439,15/05/2020,324,9,311,4,Europe
Netherlands,12.5211,-69.9683,15/05/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,15/05/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,15/05/2020,76,15,46,15,Europe
Netherlands,52.1326,5.2913,15/05/2020,43681,5643,0,38038,Europe
North Macedonia,41.6086,21.7453,15/05/2020,1740,97,1251,392,Europe
Norway,60.472,8.4689,15/05/2020,8219,232,32,7955,Europe
Poland,51.9194,19.1451,15/05/2020,18016,907,6918,10191,Europe
Portugal,39.3999,-8.2245,15/05/2020,28583,1190,3328,24065,Europe
Romania,45.9432,24.9668,15/05/2020,16437,1070,9370,5997,Europe
Russia,61.52401,105.318756,15/05/2020,262843,2418,58226,202199,Europe
San Marino,43.9424,12.4578,15/05/2020,652,41,189,422,Europe
Serbia,44.0165,21.0059,15/05/2020,10438,225,4301,5912,Europe
Slovakia,48.669,19.699,15/05/2020,1480,27,1131,322,Europe
Slovenia,46.1512,14.9955,15/05/2020,1465,103,270,1092,Europe
Spain,40.463667,-3.74922,15/05/2020,230183,27459,144783,57941,Europe
Sweden,60.128161,18.643501,15/05/2020,29207,3646,0,25561,Europe
Switzerland,46.8182,8.2275,15/05/2020,30514,1878,27100,1536,Europe
Turkey,38.9637,35.2433,15/05/2020,146457,4055,106133,36269,Europe
Ukraine,48.3794,31.1656,15/05/2020,17330,476,4473,12381,Europe
United Kingdom,32.3078,-64.7505,15/05/2020,122,9,66,47,Europe
United Kingdom,19.3133,-81.2546,15/05/2020,94,1,55,38,Europe
United Kingdom,49.3723,-2.3644,15/05/2020,549,43,457,49,Europe
United Kingdom,36.1408,-5.3536,15/05/2020,147,0,144,3,Europe
United Kingdom,54.2361,-4.5481,15/05/2020,334,24,285,25,Europe
United Kingdom,16.742498,-62.187366,15/05/2020,11,1,8,2,Europe
United Kingdom,55.3781,-3.436,15/05/2020,226041,34028,0,192013,Europe
Uzbekistan,41.377491,64.585262,15/05/2020,2686,11,2158,517,Europe
Kosovo,42.602636,20.902977,15/05/2020,944,29,690,225,Europe
United Kingdom,18.2206,-63.0686,15/05/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,15/05/2020,8,1,6,1,Europe
United Kingdom,21.694,-71.7979,15/05/2020,12,1,10,1,Europe
United Kingdom,-51.7963,-59.5236,15/05/2020,13,0,13,0,Europe
France,46.8852,-56.3159,15/05/2020,1,0,1,0,Europe
Tajikistan,38.861,71.2761,15/05/2020,1118,33,0,1085,Europe
Albania,41.1533,20.1683,16/05/2020,933,31,714,188,Europe
Andorra,42.5063,1.5218,16/05/2020,761,51,615,95,Europe
Armenia,40.0691,45.0382,16/05/2020,4283,55,1791,2437,Europe
Austria,47.5162,14.5501,16/05/2020,16201,629,14524,1048,Europe
Azerbaijan,40.1431,47.5769,16/05/2020,3138,36,1944,1158,Europe
Belarus,53.7098,27.9534,16/05/2020,28681,160,9498,19023,Europe
Belgium,50.8333,4.469936,16/05/2020,54989,9005,14460,31524,Europe
Bosnia and Herzegovina,43.9159,17.6791,16/05/2020,2267,129,1355,783,Europe
Bulgaria,42.7339,25.4858,16/05/2020,2175,105,573,1497,Europe
Croatia,45.1,15.2,16/05/2020,2224,95,1913,216,Europe
Cyprus,35.1264,33.4299,16/05/2020,914,17,515,382,Europe
Czechia,49.8175,15.473,16/05/2020,8455,296,5422,2737,Europe
Denmark,61.8926,-6.9118,16/05/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,16/05/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,16/05/2020,10858,543,9107,1208,Europe
Estonia,58.5953,25.0136,16/05/2020,1770,63,934,773,Europe
Finland,61.92411,25.748151,16/05/2020,6286,297,5000,989,Europe
France,3.9339,-53.1258,16/05/2020,197,1,125,71,Europe
France,-17.6797,149.4068,16/05/2020,60,0,59,1,Europe
France,16.265,-61.551,16/05/2020,155,13,109,33,Europe
France,-12.8275,45.166244,16/05/2020,1312,18,627,667,Europe
France,-20.904305,165.618042,16/05/2020,18,0,18,0,Europe
France,-21.1151,55.5364,16/05/2020,443,0,354,89,Europe
France,17.9,-62.8333,16/05/2020,6,0,6,0,Europe
France,18.0708,-63.0501,16/05/2020,39,3,30,6,Europe
France,14.6415,-61.0242,16/05/2020,192,14,91,87,Europe
France,46.2276,2.2137,16/05/2020,177207,27483,59142,90582,Europe
Georgia,42.3154,43.3569,16/05/2020,683,12,419,252,Europe
Germany,51.165691,10.451526,16/05/2020,175752,7938,152600,15214,Europe
Greece,39.0742,21.8243,16/05/2020,2819,162,1374,1283,Europe
Holy See,41.9029,12.4534,16/05/2020,12,0,2,10,Europe
Hungary,47.1625,19.5033,16/05/2020,3473,448,1371,1654,Europe
Iceland,64.9631,-19.0208,16/05/2020,1802,10,1786,6,Europe
Ireland,53.1424,-7.6921,16/05/2020,24048,1533,19470,3045,Europe
Israel,31.046051,34.851612,16/05/2020,16608,268,12855,3485,Europe
Italy,41.87194,12.56738,16/05/2020,224760,31763,122810,70187,Europe
Kazakhstan,48.0196,66.9237,16/05/2020,5850,34,2980,2836,Europe
Kyrgyzstan,41.20438,74.766098,16/05/2020,1117,14,783,320,Europe
Latvia,56.8796,24.6032,16/05/2020,997,19,662,316,Europe
Liechtenstein,47.14,9.55,16/05/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,16/05/2020,1534,55,988,491,Europe
Luxembourg,49.8153,6.1296,16/05/2020,3930,104,3699,127,Europe
Malta,35.9375,14.3754,16/05/2020,546,6,450,90,Europe
Moldova,47.4116,28.3699,16/05/2020,5934,207,2344,3383,Europe
Monaco,43.7333,7.4167,16/05/2020,96,4,87,5,Europe
Montenegro,42.708678,19.37439,16/05/2020,324,9,311,4,Europe
Netherlands,12.5211,-69.9683,16/05/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,16/05/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,16/05/2020,77,15,54,8,Europe
Netherlands,52.1326,5.2913,16/05/2020,43870,5670,0,38200,Europe
North Macedonia,41.6086,21.7453,16/05/2020,1762,98,1267,397,Europe
Norway,60.472,8.4689,16/05/2020,8237,232,32,7973,Europe
Poland,51.9194,19.1451,16/05/2020,18257,915,7175,10167,Europe
Portugal,39.3999,-8.2245,16/05/2020,28810,1203,3822,23785,Europe
Romania,45.9432,24.9668,16/05/2020,16704,1094,9574,6036,Europe
Russia,61.52401,105.318756,16/05/2020,272043,2537,63166,206340,Europe
San Marino,43.9424,12.4578,16/05/2020,653,41,198,414,Europe
Serbia,44.0165,21.0059,16/05/2020,10496,228,4479,5789,Europe
Slovakia,48.669,19.699,16/05/2020,1493,28,1151,314,Europe
Slovenia,46.1512,14.9955,16/05/2020,1465,103,272,1090,Europe
Spain,40.463667,-3.74922,16/05/2020,230698,27563,146446,56689,Europe
Sweden,60.128161,18.643501,16/05/2020,29677,3674,0,26003,Europe
Switzerland,46.8182,8.2275,16/05/2020,30572,1879,27400,1293,Europe
Turkey,38.9637,35.2433,16/05/2020,148067,4096,108137,35834,Europe
Ukraine,48.3794,31.1656,16/05/2020,17858,497,4906,12455,Europe
United Kingdom,32.3078,-64.7505,16/05/2020,123,9,73,41,Europe
United Kingdom,19.3133,-81.2546,16/05/2020,94,1,55,38,Europe
United Kingdom,49.3723,-2.3644,16/05/2020,554,43,458,53,Europe
United Kingdom,36.1408,-5.3536,16/05/2020,147,0,145,2,Europe
United Kingdom,54.2361,-4.5481,16/05/2020,335,24,285,26,Europe
United Kingdom,16.742498,-62.187366,16/05/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,16/05/2020,228106,34508,0,193598,Europe
Uzbekistan,41.377491,64.585262,16/05/2020,2738,11,2213,514,Europe
Kosovo,42.602636,20.902977,16/05/2020,944,29,690,225,Europe
United Kingdom,18.2206,-63.0686,16/05/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,16/05/2020,8,1,6,1,Europe
United Kingdom,21.694,-71.7979,16/05/2020,12,1,10,1,Europe
United Kingdom,-51.7963,-59.5236,16/05/2020,13,0,13,0,Europe
France,46.8852,-56.3159,16/05/2020,1,0,1,0,Europe
Tajikistan,38.861,71.2761,16/05/2020,1322,36,0,1286,Europe
Albania,41.1533,20.1683,17/05/2020,946,31,715,200,Europe
Andorra,42.5063,1.5218,17/05/2020,761,51,617,93,Europe
Armenia,40.0691,45.0382,17/05/2020,4472,60,1925,2487,Europe
Austria,47.5162,14.5501,17/05/2020,16242,629,14563,1050,Europe
Azerbaijan,40.1431,47.5769,17/05/2020,3274,39,2015,1220,Europe
Belarus,53.7098,27.9534,17/05/2020,29650,165,9932,19553,Europe
Belgium,50.8333,4.469936,17/05/2020,55280,9052,14630,31598,Europe
Bosnia and Herzegovina,43.9159,17.6791,17/05/2020,2290,133,1436,721,Europe
Bulgaria,42.7339,25.4858,17/05/2020,2211,108,598,1505,Europe
Croatia,45.1,15.2,17/05/2020,2226,95,1936,195,Europe
Cyprus,35.1264,33.4299,17/05/2020,916,17,515,384,Europe
Czechia,49.8175,15.473,17/05/2020,8475,298,5462,2715,Europe
Denmark,61.8926,-6.9118,17/05/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,17/05/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,17/05/2020,10927,547,9227,1153,Europe
Estonia,58.5953,25.0136,17/05/2020,1774,63,938,773,Europe
Finland,61.92411,25.748151,17/05/2020,6347,298,5000,1049,Europe
France,3.9339,-53.1258,17/05/2020,197,1,125,71,Europe
France,-17.6797,149.4068,17/05/2020,60,0,59,1,Europe
France,16.265,-61.551,17/05/2020,155,13,109,33,Europe
France,-12.8275,45.166244,17/05/2020,1342,18,627,697,Europe
France,-20.904305,165.618042,17/05/2020,18,0,18,0,Europe
France,-21.1151,55.5364,17/05/2020,443,0,354,89,Europe
France,17.9,-62.8333,17/05/2020,6,0,6,0,Europe
France,18.0708,-63.0501,17/05/2020,39,3,30,6,Europe
France,14.6415,-61.0242,17/05/2020,192,14,91,87,Europe
France,46.2276,2.2137,17/05/2020,177240,28062,59907,89271,Europe
Georgia,42.3154,43.3569,17/05/2020,695,12,425,258,Europe
Germany,51.165691,10.451526,17/05/2020,176369,7962,154011,14396,Europe
Greece,39.0742,21.8243,17/05/2020,2834,163,1374,1297,Europe
Holy See,41.9029,12.4534,17/05/2020,12,0,2,10,Europe
Hungary,47.1625,19.5033,17/05/2020,3509,451,1396,1662,Europe
Iceland,64.9631,-19.0208,17/05/2020,1802,10,1786,6,Europe
Ireland,53.1424,-7.6921,17/05/2020,24112,1543,19470,3099,Europe
Israel,31.046051,34.851612,17/05/2020,16617,272,12942,3403,Europe
Italy,41.87194,12.56738,17/05/2020,225435,31908,125176,68351,Europe
Kazakhstan,48.0196,66.9237,17/05/2020,6157,34,3256,2867,Europe
Kyrgyzstan,41.20438,74.766098,17/05/2020,1138,14,804,320,Europe
Latvia,56.8796,24.6032,17/05/2020,1008,19,662,327,Europe
Liechtenstein,47.14,9.55,17/05/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,17/05/2020,1541,56,997,488,Europe
Luxembourg,49.8153,6.1296,17/05/2020,3945,107,3702,136,Europe
Malta,35.9375,14.3754,17/05/2020,553,6,454,93,Europe
Moldova,47.4116,28.3699,17/05/2020,6060,211,2344,3505,Europe
Monaco,43.7333,7.4167,17/05/2020,96,4,87,5,Europe
Montenegro,42.708678,19.37439,17/05/2020,324,9,311,4,Europe
Netherlands,12.5211,-69.9683,17/05/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,17/05/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,17/05/2020,77,15,54,8,Europe
Netherlands,52.1326,5.2913,17/05/2020,43995,5680,0,38315,Europe
North Macedonia,41.6086,21.7453,17/05/2020,1792,101,1293,398,Europe
Norway,60.472,8.4689,17/05/2020,8249,232,32,7985,Europe
Poland,51.9194,19.1451,17/05/2020,18529,925,7451,10153,Europe
Portugal,39.3999,-8.2245,17/05/2020,29036,1218,4636,23182,Europe
Romania,45.9432,24.9668,17/05/2020,16871,1107,9890,5874,Europe
Russia,61.52401,105.318756,17/05/2020,281752,2631,67373,211748,Europe
San Marino,43.9424,12.4578,17/05/2020,654,41,201,412,Europe
Serbia,44.0165,21.0059,17/05/2020,10610,230,4713,5667,Europe
Slovakia,48.669,19.699,17/05/2020,1494,28,1163,303,Europe
Slovenia,46.1512,14.9955,17/05/2020,1466,104,273,1089,Europe
Spain,40.463667,-3.74922,17/05/2020,230698,27563,146446,56689,Europe
Sweden,60.128161,18.643501,17/05/2020,30143,3679,0,26464,Europe
Switzerland,46.8182,8.2275,17/05/2020,30587,1881,27500,1206,Europe
Turkey,38.9637,35.2433,17/05/2020,149435,4140,109962,35333,Europe
Ukraine,48.3794,31.1656,17/05/2020,18291,514,5116,12661,Europe
United Kingdom,32.3078,-64.7505,17/05/2020,123,9,73,41,Europe
United Kingdom,19.3133,-81.2546,17/05/2020,94,1,55,38,Europe
United Kingdom,49.3723,-2.3644,17/05/2020,554,43,458,53,Europe
United Kingdom,36.1408,-5.3536,17/05/2020,147,0,145,2,Europe
United Kingdom,54.2361,-4.5481,17/05/2020,335,24,285,26,Europe
United Kingdom,16.742498,-62.187366,17/05/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,17/05/2020,229932,34678,0,195254,Europe
Uzbekistan,41.377491,64.585262,17/05/2020,2753,12,2247,494,Europe
Kosovo,42.602636,20.902977,17/05/2020,955,29,691,235,Europe
United Kingdom,18.2206,-63.0686,17/05/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,17/05/2020,8,1,6,1,Europe
United Kingdom,21.694,-71.7979,17/05/2020,12,1,10,1,Europe
United Kingdom,-51.7963,-59.5236,17/05/2020,13,0,13,0,Europe
France,46.8852,-56.3159,17/05/2020,1,0,1,0,Europe
Tajikistan,38.861,71.2761,17/05/2020,1524,39,0,1485,Europe
Albania,41.1533,20.1683,18/05/2020,948,31,727,190,Europe
Andorra,42.5063,1.5218,18/05/2020,761,51,624,86,Europe
Armenia,40.0691,45.0382,18/05/2020,4823,61,2019,2743,Europe
Austria,47.5162,14.5501,18/05/2020,16269,629,14614,1026,Europe
Azerbaijan,40.1431,47.5769,18/05/2020,3387,40,2055,1292,Europe
Belarus,53.7098,27.9534,18/05/2020,30572,171,10130,20271,Europe
Belgium,50.8333,4.469936,18/05/2020,55559,9080,14657,31822,Europe
Bosnia and Herzegovina,43.9159,17.6791,18/05/2020,2304,133,1464,707,Europe
Bulgaria,42.7339,25.4858,18/05/2020,2235,110,612,1513,Europe
Croatia,45.1,15.2,18/05/2020,2228,95,1946,187,Europe
Cyprus,35.1264,33.4299,18/05/2020,917,17,515,385,Europe
Czechia,49.8175,15.473,18/05/2020,8586,297,5641,2648,Europe
Denmark,61.8926,-6.9118,18/05/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,18/05/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,18/05/2020,10968,548,9301,1119,Europe
Estonia,58.5953,25.0136,18/05/2020,1784,64,938,782,Europe
Finland,61.92411,25.748151,18/05/2020,6380,300,5000,1080,Europe
France,3.9339,-53.1258,18/05/2020,210,1,131,78,Europe
France,-17.6797,149.4068,18/05/2020,60,0,60,0,Europe
France,16.265,-61.551,18/05/2020,155,13,109,33,Europe
France,-12.8275,45.166244,18/05/2020,1370,18,627,725,Europe
France,-20.904305,165.618042,18/05/2020,18,0,18,0,Europe
France,-21.1151,55.5364,18/05/2020,446,0,354,92,Europe
France,17.9,-62.8333,18/05/2020,6,0,6,0,Europe
France,18.0708,-63.0501,18/05/2020,39,3,30,6,Europe
France,14.6415,-61.0242,18/05/2020,192,14,91,87,Europe
France,46.2276,2.2137,18/05/2020,177554,28193,60416,88945,Europe
Georgia,42.3154,43.3569,18/05/2020,701,12,432,257,Europe
Germany,51.165691,10.451526,18/05/2020,176551,8003,155041,13507,Europe
Greece,39.0742,21.8243,18/05/2020,2836,165,1374,1297,Europe
Holy See,41.9029,12.4534,18/05/2020,12,0,2,10,Europe
Hungary,47.1625,19.5033,18/05/2020,3535,462,1400,1673,Europe
Iceland,64.9631,-19.0208,18/05/2020,1802,10,1786,6,Europe
Ireland,53.1424,-7.6921,18/05/2020,24200,1547,19470,3183,Europe
Israel,31.046051,34.851612,18/05/2020,16643,276,13253,3114,Europe
Italy,41.87194,12.56738,18/05/2020,225886,32007,127326,66553,Europe
Kazakhstan,48.0196,66.9237,18/05/2020,6751,35,3469,3247,Europe
Kyrgyzstan,41.20438,74.766098,18/05/2020,1216,14,827,375,Europe
Latvia,56.8796,24.6032,18/05/2020,1009,19,662,328,Europe
Liechtenstein,47.14,9.55,18/05/2020,82,1,81,0,Europe
Lithuania,55.1694,23.8813,18/05/2020,1547,59,997,491,Europe
Luxembourg,49.8153,6.1296,18/05/2020,3947,107,3715,125,Europe
Malta,35.9375,14.3754,18/05/2020,558,6,456,96,Europe
Moldova,47.4116,28.3699,18/05/2020,6138,217,2425,3496,Europe
Monaco,43.7333,7.4167,18/05/2020,97,4,87,6,Europe
Montenegro,42.708678,19.37439,18/05/2020,324,9,311,4,Europe
Netherlands,12.5211,-69.9683,18/05/2020,101,3,93,5,Europe
Netherlands,12.1696,-68.99,18/05/2020,16,1,14,1,Europe
Netherlands,18.0425,-63.0548,18/05/2020,77,15,54,8,Europe
Netherlands,52.1326,5.2913,18/05/2020,44141,5694,0,38447,Europe
North Macedonia,41.6086,21.7453,18/05/2020,1817,104,1301,412,Europe
Norway,60.472,8.4689,18/05/2020,8257,233,32,7992,Europe
Poland,51.9194,19.1451,18/05/2020,18885,936,7628,10321,Europe
Portugal,39.3999,-8.2245,18/05/2020,29209,1231,6430,21548,Europe
Romania,45.9432,24.9668,18/05/2020,17036,1120,9930,5986,Europe
Russia,61.52401,105.318756,18/05/2020,290678,2722,70209,217747,Europe
San Marino,43.9424,12.4578,18/05/2020,654,41,203,410,Europe
Serbia,44.0165,21.0059,18/05/2020,10699,231,4799,5669,Europe
Slovakia,48.669,19.699,18/05/2020,1495,28,1185,282,Europe
Slovenia,46.1512,14.9955,18/05/2020,1466,104,1335,27,Europe
Spain,40.463667,-3.74922,18/05/2020,231606,27709,150376,53521,Europe
Sweden,60.128161,18.643501,18/05/2020,30377,3698,0,26679,Europe
Switzerland,46.8182,8.2275,18/05/2020,30597,1886,27600,1111,Europe
Turkey,38.9637,35.2433,18/05/2020,150593,4171,111577,34845,Europe
Ukraine,48.3794,31.1656,18/05/2020,18616,535,5276,12805,Europe
United Kingdom,32.3078,-64.7505,18/05/2020,125,9,77,39,Europe
United Kingdom,19.3133,-81.2546,18/05/2020,94,1,55,38,Europe
United Kingdom,49.3723,-2.3644,18/05/2020,555,43,475,37,Europe
United Kingdom,36.1408,-5.3536,18/05/2020,147,0,145,2,Europe
United Kingdom,54.2361,-4.5481,18/05/2020,335,24,296,15,Europe
United Kingdom,16.742498,-62.187366,18/05/2020,11,1,10,0,Europe
United Kingdom,55.3781,-3.436,18/05/2020,232506,34838,0,197668,Europe
Uzbekistan,41.377491,64.585262,18/05/2020,2791,13,2314,464,Europe
Kosovo,42.602636,20.902977,18/05/2020,955,29,691,235,Europe
United Kingdom,18.2206,-63.0686,18/05/2020,3,0,3,0,Europe
United Kingdom,18.4207,-64.64,18/05/2020,8,1,6,1,Europe
United Kingdom,21.694,-71.7979,18/05/2020,12,1,10,1,Europe
United Kingdom,-51.7963,-59.5236,18/05/2020,13,0,13,0,Europe
France,46.8852,-56.3159,18/05/2020,1,0,1,0,Europe
Tajikistan,38.861,71.2761,18/05/2020,1729,41,0,1688,Europe
Albania,41.1533,20.1683,19/05/2020,949,31,742,176,Europe
Andorra,42.5063,1.5218,19/05/2020,761,51,628,82,Europe
Armenia,40.0691,45.0382,19/05/2020,5041,64,2164,2813,Europe
Austria,47.5162,14.5501,19/05/2020,16321,632,14678,1011,Europe
Azerbaijan,40.1431,47.5769,19/05/2020,3518,41,2198,1279,Europe
Belarus,53.7098,27.9534,19/05/2020,31508,175,10620,20713,Europe
Belgium,50.8333,4.469936,19/05/2020,55791,9108,14687,31996,Europe
Bosnia and Herzegovina,43.9159,17.6791,19/05/2020,2321,134,1522,665,Europe
Bulgaria,42.7339,25.4858,19/05/2020,2259,112,646,1501,Europe
Croatia,45.1,15.2,19/05/2020,2232,96,1967,169,Europe
Cyprus,35.1264,33.4299,19/05/2020,918,17,515,386,Europe
Czechia,49.8175,15.473,19/05/2020,8647,302,5726,2619,Europe
Denmark,61.8926,-6.9118,19/05/2020,187,0,187,0,Europe
Greenland,71.7069,-42.6043,19/05/2020,11,0,11,0,Europe
Denmark,56.2639,9.5018,19/05/2020,11044,551,9416,1077,Europe
Estonia,58.5953,25.0136,19/05/2020,1791,64,938,789,Europe
Finland,61.92411,25.748151,19/05/2020,6399,301,5000,1098,Europe
France,3.9339,-53.1258,19/05/2020,218,1,136,81,Europe
France,-17.6797,149.4068,19/05/2020,60,0,60,0,Europe
France,16.265,-61.551,19/05/2020,155,13,109,33,Europe
France,-12.8275,45.166244,19/05/2020,1370,18,627,725,Europe
